,mean MSL,compound Prob,node Tier,useNode,compoundLevel
14727,0.23840416899760455,0.32490677462110745,1,1,0
14728,0.39752702695917186,0.5834814188086543,2,0,0
14729,0.38555835737227045,0.5640323307299395,2,1,0
14730,0.36493228929084187,0.5305149700976182,2,1,0
14731,0.20387547467958167,0.26879764635432024,0,1,0
14732,0.5131608408952159,0.75,3,1,1
14733,0.28493641641320605,0.4005216766714599,1,0,0
14734,0.50838163585579,0.75,3,0,0
14735,0.5424593970541725,0.75,3,0,0
14736,0.5057344769201386,0.75,3,0,0
14737,0.5068339611904903,0.75,3,0,0
14738,0.5018347537878789,0.75,3,0,0
14739,0.2856098486094654,0.4016160039903814,1,1,3
14740,0.20415654638649477,0.26925438787805406,0,1,0
14741,0.22034527972027973,0.29556107954545463,0,0,0
14742,0.44283677508253916,0.6571097595091262,2,0,0
14743,0.2502409885213765,0.34414160634723684,1,1,0
14744,0.4864301685536175,0.7279490238996286,2,1,1
14745,0.5174780543219725,0.75,3,0,0
14746,0.2818533488322319,0.3955116918523769,1,1,0
14747,0.24178127414340644,0.3303945704830355,1,1,3
14748,0.39023856861644685,0.5716376740017262,2,0,0
14749,0.2767966540253225,0.3872945627911491,1,1,3
14750,0.3916237155920061,0.57388853783701,2,1,2
14751,0.49663917284819653,0.7445386558783195,2,0,0
14752,0.29090044560054645,0.41021322410088806,1,1,0
14753,0.2155028260049839,0.2876920922580989,0,1,0
14754,0.6203862965863693,0.75,3,1,0
14755,0.3859629703290637,0.5646898267847286,2,1,2
14756,0.2444199936834823,0.3346824897356588,1,1,3
14757,0.3788639749139749,0.5531539592352093,2,1,0
14758,0.44844488431542007,0.6662229370125577,2,0,0
14759,0.3568505608974359,0.5173821614583334,2,1,0
14760,0.4605614073426574,0.6859122869318184,2,0,0
14761,0.47774415480330806,0.7138342515553757,2,1,3
14762,0.41521785332722827,0.612229011656746,2,1,3
14763,0.29596752807264104,0.4184472331180418,1,1,0
14764,0.4683909650069636,0.698635318136316,2,0,0
14765,0.24906823558756117,0.34223588282978695,1,0,0
14766,0.3855140618927058,0.5639603505756471,2,0,0
14767,0.3035792375570336,0.43081626103017967,1,0,0
14768,0.26819771693680855,0.37332129002231396,1,0,0
14769,0.380964637956351,0.5565675366790704,2,0,0
14770,0.24449040282634038,0.33479690459280315,1,1,0
14771,0.4822772204076366,0.7212004831624096,2,0,0
14772,0.5544895508637285,0.75,3,0,0
14773,0.39612917294812683,0.5812099060407062,2,1,0
14774,0.43393908825549454,0.6426510184151787,2,0,0
14775,0.3566749168176969,0.5170967398287576,2,1,0
14776,0.40504570778339877,0.5956992751480231,2,1,0
14777,0.48805837351327314,0.730594856959069,2,1,0
14778,0.3711336436292092,0.540592170897465,2,0,0
14779,0.21742383487784883,0.2908137316765044,0,1,1
14780,0.4853669260348323,0.7262212548066026,2,0,0
14781,0.41060876148622855,0.6047392374151215,2,0,0
14782,0.49996332598453125,0.7499404047248633,2,1,0
14783,0.24159381475006478,0.3300899489688553,1,0,0
14784,0.4553517626541194,0.6774466143129442,2,1,0
14785,0.42440863564226317,0.6271640329186777,2,0,0
14786,0.45574693740560024,0.6780887732841004,2,1,3
14787,0.4957459705060152,0.7430872020722749,2,0,0
14788,0.21536149267399268,0.28746242559523816,0,1,1
14789,0.4739943656082494,0.7077408441134054,2,1,0
14790,0.40835780102618224,0.6010814266675463,2,1,0
14791,0.3491216287824018,0.5048226467714031,2,0,0
14792,0.36933078804576647,0.5376625305743706,2,1,0
14793,0.2801904727669673,0.39280951824632193,1,1,0
14794,0.24219381313131313,0.3310649463383839,1,0,0
14795,0.35496984731848014,0.5143260018925303,2,0,0
14796,0.21401660993327662,0.28527699114157457,0,1,0
14797,0.4463805399082877,0.6628683773509676,2,1,0
14798,0.4161490631518349,0.6137422276217318,2,1,3
14799,0.4329993425799347,0.641123931692394,2,1,0
14800,0.28618262662168087,0.4025467682602315,1,1,1
14801,0.43878790549752367,0.6505303464334761,2,1,0
14802,0.26734036694514635,0.3719280962858629,1,0,0
14803,0.46904964610042726,0.6997056749131945,2,0,0
14804,0.39898443685943685,0.585849709896585,2,1,2
14805,0.45841827521872114,0.6824296972304219,2,0,0
14806,0.3747286172161173,0.5464340029761906,2,1,0
14807,0.49603968342841603,0.7435644855711762,2,0,0
14808,0.3860621200220518,0.5648509450358343,2,0,0
14809,0.24226665478618603,0.33118331402755236,1,0,0
14810,0.2534093574052762,0.3492902057835739,1,1,0
14811,0.22972649801288783,0.3108055592709428,1,1,3
14812,0.4014980121304135,0.589934269711922,2,1,0
14813,0.2504533903596404,0.34448675933441575,1,1,0
14814,0.4453577153420904,0.661206287430897,2,1,1
14815,0.22004545866217823,0.29507387032603966,0,1,0
14816,0.515769790312201,0.75,3,1,0
14817,0.22306591195263073,0.29998210692302496,0,1,0
14818,0.4753837167113435,0.7099985396559333,2,1,2
14819,0.27048408529993884,0.37703663861240067,1,0,0
14820,0.48929802399358,0.7326092889895677,2,0,0
14821,0.21435184916526318,0.2858217548935527,0,0,0
14822,0.24309191613357697,0.3325243637170626,1,0,0
14823,0.2576910311594726,0.35624792563414304,1,1,0
14824,0.27101736930276693,0.3779032251169963,1,0,0
14825,0.41032618423243417,0.6042800493777056,2,0,0
14826,0.25555650482640474,0.35277932034290777,1,1,2
14827,0.4762882681888091,0.7114684358068148,2,1,3
14828,0.3485097498814604,0.5038283435573732,2,0,0
14829,0.431697283966034,0.6390080864448053,2,0,0
14830,0.4802304123827562,0.717874420121979,2,0,0
14831,0.41677580680813436,0.6147606860632184,2,1,0
14832,0.47464141041706837,0.7087922919277362,2,0,0
14833,0.4663033724693427,0.695242980262682,2,1,0
14834,0.23276393365215933,0.31574139218475894,1,1,3
14835,0.5995540771893253,0.75,3,1,0
14836,0.2690946844987024,0.3747788623103914,1,1,0
14837,0.2335116238682815,0.3169563887859575,1,1,0
14838,0.47220070294289035,0.704826142282197,2,1,0
14839,0.4053168240179959,0.5961398390292434,2,1,0
14840,0.26960003234861907,0.375600052566506,1,1,3
14841,0.3656041377643139,0.5316067238670101,2,1,0
14842,0.42318063509595816,0.6251685320309321,2,0,0
14843,0.5035182210345275,0.75,3,0,0
14844,0.5225048028632588,0.75,3,1,0
14845,0.23453721955677315,0.3186229817797564,1,1,0
14846,0.4749508945915197,0.7092952037112196,2,1,2
14847,0.48675115292499926,0.7284706235031239,2,0,0
14848,0.4782304530385872,0.7146244861877042,2,0,0
14849,0.3715663324544904,0.5412952902385469,2,1,0
14850,0.2724858543550591,0.38028951332697114,1,0,0
14851,0.22364980939199688,0.30093094026199496,0,1,0
14852,0.47044115624928906,0.7019668789050948,2,1,0
14853,0.26310372496020373,0.36504355306033115,1,0,0
14854,0.3929145173197901,0.575986090644659,2,1,0
14855,0.2439255344439168,0.33387899347136485,1,0,0
14856,0.2745132632887366,0.38358405284419705,1,1,3
14857,0.515420309212805,0.75,3,0,0
14858,0.4727574822261234,0.7057309086174507,2,1,0
14859,0.25455117470314353,0.3511456588926083,1,1,0
14860,0.24305550052976138,0.3324651883608623,1,0,0
14861,0.5192890189175006,0.75,3,0,0
14862,0.36268892070231357,0.5268694961412597,2,0,0
14863,0.23865201563881522,0.3253095254130748,1,1,3
14864,0.5391128431634108,0.75,3,0,0
14865,0.2768732823417358,0.38741908380532075,1,1,1
14866,0.241291645912058,0.32959892460709433,1,1,2
14867,0.36680129196767525,0.5335520994474724,2,1,3
14868,0.48583741567074895,0.7269858004649672,2,0,0
14869,0.2817738767190156,0.3953825496684004,1,0,0
14870,0.40326641644529354,0.592807926723602,2,1,3
14871,0.5085890198699702,0.75,3,1,0
14872,0.45935946830458513,0.683959135994951,2,0,0
14873,0.29446927481631424,0.4160125715765107,1,1,0
14874,0.4194128787878788,0.6190459280303031,2,0,0
14875,0.25732230270155365,0.35564874189002477,1,1,3
14876,0.4635228599573054,0.6907246474306213,2,0,0
14877,0.5394331968282581,0.75,3,0,0
14878,0.2723810309276226,0.3801191752573868,1,1,0
14879,0.35006768158895263,0.5063599825820481,2,1,0
14880,0.4362399133553739,0.6463898592024826,2,0,0
14881,0.5095313418899489,0.75,3,0,0
14882,0.22097637764434644,0.296586613672063,0,1,0
14883,0.48606590277571404,0.7273570920105354,2,1,0
14884,0.3459278213317847,0.4996327096641502,2,0,0
14885,0.49246465078018387,0.7377550575177989,2,0,0
14886,0.39538254819629576,0.5799966408189807,2,1,0
14887,0.42710560897435906,0.6315466145833336,2,1,3
14888,0.24048345929064224,0.3282856213472937,1,0,0
14889,0.21034521034521028,0.27931096681096673,0,1,0
14890,0.4748461783787871,0.7091250398655292,2,1,0
14891,0.47212016639406346,0.7046952703903532,2,1,3
14892,0.4685239350619109,0.6988513944756054,2,0,0
14893,0.4710823638167388,0.7030088412022006,2,0,0
14894,0.40223183483183483,0.5911267316017317,2,0,0
14895,0.4220603490963155,0.6233480672815128,2,1,1
14896,0.2715692256462313,0.37879999167512596,1,0,0
14897,0.49253995766989606,0.7378774312135812,2,0,0
14898,0.4159228242821993,0.6133745894585739,2,1,3
14899,0.4647153025691629,0.6926623666748898,2,0,0
14900,0.47317823091798505,0.7064146252417258,2,0,0
14901,0.4750403295679591,0.7094405355479336,2,1,3
14902,0.49217316358123664,0.7372813908195096,2,1,0
14903,0.36418191229774993,0.5292956074838437,2,0,0
14904,0.23089483472985697,0.31270410643601765,1,0,0
14905,0.3996789968196218,0.5869783698318856,2,0,0
14906,0.21273202992994658,0.28318954863616325,0,1,0
14907,0.49577058395840296,0.7431271989324049,2,0,0
14908,0.27645365899370206,0.3867371958647659,1,1,3
